1,R,V,2,1,A,I,0,0,1
1,R,V,2,1,A,I,0,0,2
1,R,V,2,1,A,I,0,0,3
1,R,V,2,1,A,I,0,0,4
1,R,V,2,1,A,I,0,0,5
1,R,V,2,1,A,I,0,0,6
1,R,V,2,1,A,I,0,0,7
1,R,V,2,1,A,I,0,0,9
1,R,V,2,1,A,I,0,1,0
1,R,V,2,1,A,I,0,1,1
1,R,V,2,1,A,I,0,1,2
1,R,V,2,1,A,I,0,1,4
1,R,V,2,1,A,I,0,1,5
1,R,V,2,1,A,I,0,1,6
1,R,V,2,1,A,I,0,1,7
1,R,V,2,1,A,I,0,1,8
1,R,V,2,1,A,I,0,1,9
1,R,V,2,1,A,I,0,2,0
1,R,V,2,1,A,I,0,2,1
1,R,V,2,1,A,I,0,2,2
1,R,V,2,1,A,I,0,2,3
1,R,V,2,1,A,I,0,2,5
1,R,V,2,1,A,I,0,2,6
1,R,V,2,1,A,I,0,2,7
1,R,V,2,1,A,I,0,2,8
1,R,V,2,1,A,I,0,2,9
1,R,V,2,1,A,I,0,3,0
1,R,V,2,1,A,I,0,3,1
1,R,V,2,1,A,I,0,3,2
1,R,V,2,1,A,I,0,3,3
1,R,V,2,1,A,I,0,3,4
1,R,V,2,1,A,I,0,3,5
1,R,V,2,1,A,I,0,3,7
1,R,V,2,1,A,I,0,3,8
1,R,V,2,1,A,I,0,3,9
1,R,V,2,1,A,I,0,4,1
1,R,V,2,1,A,I,0,4,2
1,R,V,2,1,A,I,0,4,3
1,R,V,2,1,A,I,0,4,4
1,R,V,2,1,A,I,0,4,6
1,R,V,2,1,A,I,0,4,7
1,R,V,2,1,A,I,0,4,8
1,R,V,2,1,A,I,0,5,0
1,R,V,2,1,A,I,0,5,1
1,R,V,2,1,A,I,0,5,2
1,R,V,2,1,A,I,0,5,3
1,R,V,2,1,A,I,0,5,4
1,R,V,2,1,A,I,0,5,7
1,R,V,2,1,A,I,0,5,8
1,R,V,2,1,A,I,0,5,9
1,R,V,2,1,A,I,0,6,0
1,R,V,2,1,A,I,0,6,1
1,R,V,2,1,A,I,0,6,2
1,R,V,2,1,A,I,4,0,0
1,R,V,2,1,A,I,4,0,1
1,R,V,2,1,A,I,4,0,2
1,R,V,2,1,A,I,4,0,3
1,R,V,2,1,A,I,4,0,4
1,R,V,2,1,A,I,4,0,5
